,high,close,low,open,volume,adjclose
2021-03-04,123.5999984741211,120.12999725341797,118.62000274658203,121.75,178155000,119.5723648071289
2021-03-05,121.94000244140625,121.41999816894531,117.56999969482422,120.9800033569336,153766600,120.85638427734375
2021-03-08,121.0,116.36000061035156,116.20999908447266,120.93000030517578,154376600,115.81986999511719
2021-03-09,122.05999755859375,121.08999633789062,118.79000091552734,119.02999877929688,129525800,120.52791595458984
2021-03-10,122.16999816894531,119.9800033569336,119.44999694824219,121.69000244140625,111943300,119.42308044433594
2021-03-11,123.20999908447266,121.95999908447266,121.26000213623047,122.54000091552734,103026500,121.39387512207031
2021-03-12,121.16999816894531,121.02999877929688,119.16000366210938,120.4000015258789,88105100,120.46819305419922
2021-03-15,124.0,123.98999786376953,120.41999816894531,121.41000366210938,92403800,123.41445922851562
2021-03-16,127.22000122070312,125.56999969482422,124.72000122070312,125.69999694824219,115227900,124.98712158203125
2021-03-17,125.86000061035156,124.76000213623047,122.33999633789062,124.05000305175781,111932600,124.1808853149414
2021-03-18,123.18000030517578,120.52999877929688,120.31999969482422,122.87999725341797,121229700,119.97051239013672
2021-03-19,121.43000030517578,119.98999786376953,119.68000030517578,119.9000015258789,185549500,119.43302154541016
2021-03-22,123.87000274658203,123.38999938964844,120.26000213623047,120.33000183105469,111912300,122.81724548339844
2021-03-23,124.23999786376953,122.54000091552734,122.13999938964844,123.33000183105469,95467100,121.97119140625
2021-03-24,122.9000015258789,120.08999633789062,120.06999969482422,122.81999969482422,88530500,119.53255462646484
2021-03-25,121.66000366210938,120.58999633789062,119.0,119.54000091552734,98844700,120.03023529052734
2021-03-26,121.4800033569336,121.20999908447266,118.91999816894531,120.3499984741211,94071200,120.6473617553711
2021-03-29,122.58000183105469,121.38999938964844,120.7300033569336,121.6500015258789,80819200,120.82652282714844
2021-03-30,120.4000015258789,119.9000015258789,118.86000061035156,120.11000061035156,85671900,119.34343719482422
2021-03-31,123.5199966430664,122.1500015258789,121.1500015258789,121.6500015258789,118323800,121.58300018310547
2021-04-01,124.18000030517578,123.0,122.48999786376953,123.66000366210938,75089100,122.42904663085938
2021-04-05,126.16000366210938,125.9000015258789,123.06999969482422,123.87000274658203,88651200,125.31559753417969
2021-04-06,127.12999725341797,126.20999908447266,125.6500015258789,126.5,80171300,125.62415313720703
2021-04-07,127.91999816894531,127.9000015258789,125.13999938964844,125.83000183105469,83466700,127.30630493164062
2021-04-08,130.38999938964844,130.36000061035156,128.52000427246094,128.9499969482422,88844600,129.7548828125
2021-04-09,133.0399932861328,133.0,129.47000122070312,129.8000030517578,106686700,132.38262939453125
2021-04-12,132.85000610351562,131.24000549316406,130.6300048828125,132.52000427246094,91420000,130.6308135986328
2021-04-13,134.66000366210938,134.42999267578125,131.92999267578125,132.44000244140625,91266500,133.8059844970703
2021-04-14,135.0,132.02999877929688,131.66000366210938,134.94000244140625,87222800,131.41712951660156
2021-04-15,135.0,134.5,133.63999938964844,133.82000732421875,89347100,133.87567138671875
2021-04-16,134.6699981689453,134.16000366210938,133.27999877929688,134.3000030517578,84922400,133.53726196289062
2021-04-19,135.47000122070312,134.83999633789062,133.33999633789062,133.50999450683594,94264200,134.21408081054688
2021-04-20,135.52999877929688,133.11000061035156,131.80999755859375,135.02000427246094,94812300,132.49212646484375
2021-04-21,133.75,133.5,131.3000030517578,132.36000061035156,68847100,132.8802947998047
2021-04-22,134.14999389648438,131.94000244140625,131.41000366210938,133.0399932861328,84566500,131.3275604248047
2021-04-23,135.1199951171875,134.32000732421875,132.16000366210938,132.16000366210938,78657500,133.69650268554688
2021-04-26,135.05999755859375,134.72000122070312,133.55999755859375,134.8300018310547,66905100,134.0946502685547
2021-04-27,135.41000366210938,134.38999938964844,134.11000061035156,135.00999450683594,66015800,133.76617431640625
2021-04-28,135.02000427246094,133.5800018310547,133.0800018310547,134.30999755859375,107760100,132.95994567871094
2021-04-29,137.07000732421875,133.47999572753906,132.4499969482422,136.47000122070312,151101000,132.8603973388672
2021-04-30,133.55999755859375,131.4600067138672,131.07000732421875,131.77999877929688,109839500,130.84979248046875
2021-05-03,134.07000732421875,132.5399932861328,131.8300018310547,132.0399932861328,75135100,131.9247589111328
2021-05-04,131.49000549316406,127.8499984741211,126.69999694824219,131.19000244140625,137564700,127.25653839111328
2021-05-05,130.4499969482422,128.10000610351562,127.97000122070312,129.1999969482422,84000900,127.50538635253906
2021-05-06,129.75,129.74000549316406,127.12999725341797,127.88999938964844,78128300,129.13775634765625
2021-05-07,131.25999450683594,130.2100067138672,129.47999572753906,130.85000610351562,78973300,129.82574462890625
2021-05-10,129.5399932861328,126.8499984741211,126.80999755859375,129.41000366210938,88071200,126.47563934326172
2021-05-11,126.2699966430664,125.91000366210938,122.7699966430664,123.5,126142800,125.53842163085938
2021-05-12,124.63999938964844,122.7699966430664,122.25,123.4000015258789,112172300,122.40768432617188
2021-05-13,126.1500015258789,124.97000122070312,124.26000213623047,124.58000183105469,105861300,124.60118865966797
2021-05-14,127.88999938964844,127.44999694824219,125.8499984741211,126.25,81918000,127.07386779785156
2021-05-17,126.93000030517578,126.2699966430664,125.16999816894531,126.81999969482422,74244600,125.89735412597656
2021-05-18,126.98999786376953,124.8499984741211,124.77999877929688,126.55999755859375,63342900,124.4815444946289
2021-05-19,124.91999816894531,124.69000244140625,122.86000061035156,123.16000366210938,92612000,124.322021484375
2021-05-20,127.72000122070312,127.30999755859375,125.0999984741211,125.2300033569336,76857100,126.93428039550781
2021-05-21,128.0,125.43000030517578,125.20999908447266,127.81999969482422,79295400,125.0598373413086
2021-05-24,127.94000244140625,127.0999984741211,125.94000244140625,126.01000213623047,63092900,126.72489929199219
2021-05-25,128.32000732421875,126.9000015258789,126.31999969482422,127.81999969482422,72009500,126.52549743652344
2021-05-26,127.38999938964844,126.8499984741211,126.41999816894531,126.95999908447266,56575900,126.47563934326172
2021-05-27,127.63999938964844,125.27999877929688,125.08000183105469,126.44000244140625,94625600,124.91027069091797
2021-05-28,125.80000305175781,124.61000061035156,124.55000305175781,125.56999969482422,71311100,124.24225616455078
2021-06-01,125.3499984741211,124.27999877929688,123.94000244140625,125.08000183105469,67637100,123.91322326660156
2021-06-02,125.23999786376953,125.05999755859375,124.05000305175781,124.27999877929688,59278900,124.69091796875
2021-06-03,124.8499984741211,123.54000091552734,123.12999725341797,124.68000030517578,76229200,123.1754150390625
2021-06-04,126.16000366210938,125.88999938964844,123.8499984741211,124.06999969482422,75169300,125.51847839355469
2021-06-07,126.31999969482422,125.9000015258789,124.83000183105469,126.16999816894531,71057600,125.52845001220703
2021-06-08,128.4600067138672,126.73999786376953,126.20999908447266,126.5999984741211,74403800,126.365966796875
2021-06-09,127.75,127.12999725341797,126.5199966430664,127.20999908447266,56877900,126.75482177734375
2021-06-10,128.19000244140625,126.11000061035156,125.94000244140625,127.0199966430664,71186400,125.73783111572266
2021-06-11,127.44000244140625,127.3499984741211,126.0999984741211,126.52999877929688,53522400,126.97416687011719
2021-06-14,130.5399932861328,130.47999572753906,127.06999969482422,127.81999969482422,96906500,130.0949249267578
2021-06-15,130.60000610351562,129.63999938964844,129.38999938964844,129.94000244140625,62746300,129.25741577148438
2021-06-16,130.88999938964844,130.14999389648438,128.4600067138672,130.3699951171875,91815000,129.76589965820312
2021-06-17,132.5500030517578,131.7899932861328,129.64999389648438,129.8000030517578,96721700,131.40106201171875
2021-06-18,131.50999450683594,130.4600067138672,130.24000549316406,130.7100067138672,108953300,130.0749969482422
2021-06-21,132.41000366210938,132.3000030517578,129.2100067138672,130.3000030517578,79663300,131.90956115722656
2021-06-22,134.0800018310547,133.97999572753906,131.6199951171875,132.1300048828125,74783600,133.5845947265625
2021-06-23,134.32000732421875,133.6999969482422,133.22999572753906,133.77000427246094,60214200,133.30543518066406
2021-06-24,134.63999938964844,133.41000366210938,132.92999267578125,134.4499969482422,68711000,133.0162811279297
2021-06-25,133.88999938964844,133.11000061035156,132.80999755859375,133.4600067138672,70783700,132.71717834472656
2021-06-28,135.25,134.77999877929688,133.35000610351562,133.41000366210938,62111300,134.3822479248047
2021-06-29,136.49000549316406,136.3300018310547,134.35000610351562,134.8000030517578,64556100,135.92767333984375
2021-06-30,137.41000366210938,136.9600067138672,135.8699951171875,136.1699981689453,63261400,136.55581665039062
2021-07-01,137.3300018310547,137.27000427246094,135.75999450683594,136.60000610351562,52485800,136.86489868164062
2021-07-02,140.0,139.9600067138672,137.75,137.89999389648438,78852600,139.54696655273438
2021-07-06,143.14999389648438,142.02000427246094,140.07000732421875,140.07000732421875,108181800,141.6008758544922
2021-07-07,144.88999938964844,144.57000732421875,142.66000366210938,143.5399932861328,104911600,144.1433563232422
2021-07-08,144.05999755859375,143.24000549316406,140.6699981689453,141.5800018310547,105575500,142.81727600097656
2021-07-09,145.64999389648438,145.11000061035156,142.64999389648438,142.75,99890800,144.6817626953125
2021-07-12,146.32000732421875,144.5,144.0,146.2100067138672,76299700,144.0735626220703
2021-07-13,147.4600067138672,145.63999938964844,143.6300048828125,144.02999877929688,100827100,145.21018981933594
2021-07-14,149.57000732421875,149.14999389648438,147.67999267578125,148.10000610351562,127050800,148.70982360839844
2021-07-15,150.0,148.47999572753906,147.08999633789062,149.24000549316406,106820300,148.04180908203125
2021-07-16,149.75999450683594,146.38999938964844,145.8800048828125,148.4600067138672,93251400,145.95797729492188
2021-07-19,144.07000732421875,142.4499969482422,141.6699981689453,143.75,121434600,142.02960205078125
2021-07-20,147.10000610351562,146.14999389648438,142.9600067138672,143.4600067138672,96350000,145.7186737060547
2021-07-21,146.1300048828125,145.39999389648438,144.6300048828125,145.52999877929688,74993500,144.9709014892578
2021-07-22,148.1999969482422,146.8000030517578,145.80999755859375,145.94000244140625,77338200,146.36676025390625
2021-07-23,148.72000122070312,148.55999755859375,146.9199981689453,147.5500030517578,71447400,148.12158203125
2021-07-26,149.8300018310547,148.99000549316406,147.6999969482422,148.27000427246094,72434100,148.55032348632812
2021-07-27,149.2100067138672,146.77000427246094,145.5500030517578,149.1199951171875,104818600,146.33685302734375
2021-07-28,146.97000122070312,144.97999572753906,142.5399932861328,144.80999755859375,118931200,144.55213928222656
2021-07-29,146.5500030517578,145.63999938964844,144.5800018310547,144.69000244140625,56699500,145.21018981933594
2021-07-30,146.3300018310547,145.86000061035156,144.11000061035156,144.3800048828125,70382000,145.42953491210938
2021-08-02,146.9499969482422,145.52000427246094,145.25,146.36000061035156,62880000,145.09054565429688
2021-08-03,148.0399932861328,147.36000061035156,145.17999267578125,145.80999755859375,64786600,146.92510986328125
2021-08-04,147.7899932861328,146.9499969482422,146.27999877929688,147.27000427246094,56368300,146.51632690429688
2021-08-05,147.83999633789062,147.05999755859375,146.1699981689453,146.97999572753906,46397700,146.62600708007812
2021-08-06,147.11000061035156,146.13999938964844,145.6300048828125,146.35000610351562,54067400,145.92701721191406
2021-08-09,146.6999969482422,146.08999633789062,145.52000427246094,146.1999969482422,48908700,145.87709045410156
2021-08-10,147.7100067138672,145.60000610351562,145.3000030517578,146.44000244140625,69023100,145.3878173828125
2021-08-11,146.72000122070312,145.86000061035156,145.52999877929688,146.0500030517578,48493500,145.64743041992188
2021-08-12,149.0500030517578,148.88999938964844,145.83999633789062,146.19000244140625,72282600,148.6730194091797
2021-08-13,149.44000244140625,149.10000610351562,148.27000427246094,148.97000122070312,59318800,148.88272094726562
2021-08-16,151.19000244140625,151.1199951171875,146.47000122070312,148.5399932861328,103296000,150.89976501464844
2021-08-17,151.67999267578125,150.19000244140625,149.08999633789062,150.22999572753906,92229700,149.97113037109375
2021-08-18,150.72000122070312,146.36000061035156,146.14999389648438,149.8000030517578,86326000,146.14669799804688
2021-08-19,148.0,146.6999969482422,144.5,145.02999877929688,86960300,146.4862060546875
2021-08-20,148.5,148.19000244140625,146.77999877929688,147.44000244140625,59947400,147.9740447998047
2021-08-23,150.19000244140625,149.7100067138672,147.88999938964844,148.30999755859375,60131800,149.49183654785156
2021-08-24,150.86000061035156,149.6199951171875,149.14999389648438,149.4499969482422,48606400,149.40194702148438
2021-08-25,150.32000732421875,148.36000061035156,147.8000030517578,149.80999755859375,58991300,148.14378356933594
2021-08-26,149.1199951171875,147.5399932861328,147.50999450683594,148.35000610351562,48597200,147.32498168945312
2021-08-27,148.75,148.60000610351562,146.8300018310547,147.47999572753906,55721500,148.38345336914062
2021-08-30,153.49000549316406,153.1199951171875,148.61000061035156,149.0,90956700,152.8968505859375
2021-08-31,152.8000030517578,151.8300018310547,151.2899932861328,152.66000366210938,86453100,151.60873413085938
2021-09-01,154.97999572753906,152.50999450683594,152.33999633789062,152.8300018310547,80313700,152.28773498535156
2021-09-02,154.72000122070312,153.64999389648438,152.39999389648438,153.8699951171875,71115500,153.4260711669922
2021-09-03,154.6300048828125,154.3000030517578,153.08999633789062,153.75999450683594,57808700,154.07513427734375
2021-09-07,157.25999450683594,156.69000244140625,154.38999938964844,154.97000122070312,82278300,156.46165466308594
2021-09-08,157.0399932861328,155.11000061035156,153.97999572753906,156.97999572753906,74420200,154.8839569091797
2021-09-09,156.11000061035156,154.07000732421875,153.9499969482422,155.49000549316406,57305700,153.84547424316406
2021-09-10,155.47999572753906,148.97000122070312,148.6999969482422,155.0,140646400,148.75289916992188
2021-09-13,151.4199981689453,149.5500030517578,148.75,150.6300048828125,102404300,149.33206176757812
2021-09-14,151.07000732421875,148.1199951171875,146.91000366210938,150.35000610351562,109296300,147.9041290283203
2021-09-15,149.44000244140625,149.02999877929688,146.3699951171875,148.55999755859375,83281300,148.81280517578125
2021-09-16,148.97000122070312,148.7899932861328,147.22000122070312,148.44000244140625,68034100,148.57315063476562
2021-09-17,148.82000732421875,146.05999755859375,145.75999450683594,148.82000732421875,129868800,145.84713745117188
2021-09-20,144.83999633789062,142.94000244140625,141.27000427246094,143.8000030517578,123478900,142.731689453125
2021-09-21,144.60000610351562,143.42999267578125,142.77999877929688,143.92999267578125,75834000,143.22096252441406
2021-09-22,146.42999267578125,145.85000610351562,143.6999969482422,144.4499969482422,76404300,145.637451171875
2021-09-23,147.0800018310547,146.8300018310547,145.63999938964844,146.64999389648438,64838200,146.61602783203125
2021-09-24,147.47000122070312,146.9199981689453,145.55999755859375,145.66000366210938,53477900,146.7058868408203
2021-09-27,145.9600067138672,145.3699951171875,143.82000732421875,145.47000122070312,74150700,145.15814208984375
2021-09-28,144.75,141.91000366210938,141.69000244140625,143.25,108972300,141.70318603515625
2021-09-29,144.4499969482422,142.8300018310547,142.02999877929688,142.47000122070312,74602000,142.62185668945312
2021-09-30,144.3800048828125,141.5,141.27999877929688,143.66000366210938,88934200,141.29379272460938
2021-10-01,142.9199981689453,142.64999389648438,139.11000061035156,141.89999389648438,94639600,142.44210815429688
2021-10-04,142.2100067138672,139.13999938964844,138.27000427246094,141.75999450683594,98322000,138.93722534179688
2021-10-05,142.24000549316406,141.11000061035156,139.36000061035156,139.49000549316406,80861100,140.90435791015625
2021-10-06,142.14999389648438,142.0,138.3699951171875,139.47000122070312,83221100,141.79306030273438
2021-10-07,144.22000122070312,143.2899932861328,142.72000122070312,143.05999755859375,61732700,143.0811767578125
2021-10-08,144.17999267578125,142.89999389648438,142.55999755859375,144.02999877929688,58718700,142.69174194335938
2021-10-11,144.80999755859375,142.80999755859375,141.80999755859375,142.27000427246094,64452200,142.6018829345703
2021-10-12,143.25,141.50999450683594,141.0399932861328,143.22999572753906,73035900,141.30377197265625
2021-10-13,141.39999389648438,140.91000366210938,139.1999969482422,141.24000549316406,78762700,140.70465087890625
2021-10-14,143.8800048828125,143.75999450683594,141.50999450683594,142.11000061035156,69907100,143.5504913330078
2021-10-15,144.89999389648438,144.83999633789062,143.50999450683594,143.77000427246094,67885200,144.62892150878906
2021-10-18,146.83999633789062,146.5500030517578,143.16000366210938,143.4499969482422,85589200,146.33642578125
2021-10-19,149.1699981689453,148.75999450683594,146.5500030517578,147.00999450683594,76378900,148.54319763183594
2021-10-20,149.75,149.25999450683594,148.1199951171875,148.6999969482422,58418800,149.04248046875
2021-10-21,149.63999938964844,149.47999572753906,147.8699951171875,148.80999755859375,61421000,149.26214599609375
2021-10-22,150.17999267578125,148.69000244140625,148.63999938964844,149.69000244140625,58883400,148.4733123779297
2021-10-25,149.3699951171875,148.63999938964844,147.6199951171875,148.67999267578125,50720600,148.4233856201172
2021-10-26,150.83999633789062,149.32000732421875,149.00999450683594,149.3300018310547,60893400,149.10240173339844
2021-10-27,149.72999572753906,148.85000610351562,148.49000549316406,149.36000061035156,56094900,148.63308715820312
2021-10-28,153.1699981689453,152.57000732421875,149.72000122070312,149.82000732421875,100077900,152.34765625
2021-10-29,149.94000244140625,149.8000030517578,146.41000366210938,147.22000122070312,124850400,149.58169555664062
2021-11-01,149.6999969482422,148.9600067138672,147.8000030517578,148.99000549316406,74588300,148.742919921875
2021-11-02,151.57000732421875,150.02000427246094,148.64999389648438,148.66000366210938,69122000,149.80137634277344
2021-11-03,151.97000122070312,151.49000549316406,149.82000732421875,150.38999938964844,54511500,151.2692413330078
2021-11-04,152.42999267578125,150.9600067138672,150.63999938964844,151.5800018310547,60394600,150.74000549316406
2021-11-05,152.1999969482422,151.27999877929688,150.05999755859375,151.88999938964844,65414600,151.27999877929688
2021-11-08,151.57000732421875,150.44000244140625,150.16000366210938,151.41000366210938,55020900,150.44000244140625
2021-11-09,151.42999267578125,150.80999755859375,150.05999755859375,150.1999969482422,56787900,150.80999755859375
2021-11-10,150.1300048828125,147.9199981689453,147.85000610351562,150.02000427246094,65187100,147.9199981689453
2021-11-11,149.42999267578125,147.8699951171875,147.67999267578125,148.9600067138672,41000000,147.8699951171875
2021-11-12,150.39999389648438,149.99000549316406,147.47999572753906,148.42999267578125,63632600,149.99000549316406
2021-11-15,151.8800048828125,150.0,149.42999267578125,150.3699951171875,59222800,150.0
2021-11-16,151.49000549316406,151.0,149.33999633789062,149.94000244140625,59256200,151.0
2021-11-17,155.0,153.49000549316406,150.99000549316406,151.0,88807000,153.49000549316406
2021-11-18,158.6699981689453,157.8699951171875,153.0500030517578,153.7100067138672,137827700,157.8699951171875
2021-11-19,161.02000427246094,160.5500030517578,156.52999877929688,157.64999389648438,117305600,160.5500030517578
2021-11-22,165.6999969482422,161.02000427246094,161.0,161.67999267578125,117467900,161.02000427246094
2021-11-23,161.8000030517578,161.41000366210938,159.05999755859375,161.1199951171875,96041900,161.41000366210938
2021-11-24,162.13999938964844,161.94000244140625,159.63999938964844,160.75,69463600,161.94000244140625
2021-11-26,160.4499969482422,156.80999755859375,156.36000061035156,159.57000732421875,76959800,156.80999755859375
2021-11-29,161.19000244140625,160.24000549316406,158.7899932861328,159.3699951171875,88748200,160.24000549316406
2021-11-30,165.52000427246094,165.3000030517578,159.9199981689453,159.99000549316406,174048100,165.3000030517578
2021-12-01,170.3000030517578,164.77000427246094,164.52999877929688,167.47999572753906,152052500,164.77000427246094
2021-12-02,164.1999969482422,163.75999450683594,157.8000030517578,158.74000549316406,136739200,163.75999450683594
2021-12-03,164.9600067138672,161.83999633789062,159.72000122070312,164.02000427246094,117938300,161.83999633789062
2021-12-06,167.8800048828125,165.32000732421875,164.27999877929688,164.2899932861328,107497000,165.32000732421875
2021-12-07,171.5800018310547,171.17999267578125,168.33999633789062,169.0800018310547,120405400,171.17999267578125
2021-12-08,175.9600067138672,175.0800018310547,170.6999969482422,172.1300048828125,116998900,175.0800018310547
2021-12-09,176.75,174.55999755859375,173.9199981689453,174.91000366210938,108923700,174.55999755859375
2021-12-10,179.6300048828125,179.4499969482422,174.69000244140625,175.2100067138672,115228100,179.4499969482422
2021-12-13,182.1300048828125,175.74000549316406,175.52999877929688,181.1199951171875,153237000,175.74000549316406
2021-12-14,177.74000549316406,174.3300018310547,172.2100067138672,175.25,139380400,174.3300018310547
2021-12-15,179.5,179.3000030517578,172.30999755859375,175.11000061035156,131063300,179.3000030517578
2021-12-16,181.13999938964844,172.25999450683594,170.75,179.27999877929688,150185800,172.25999450683594
2021-12-17,173.47000122070312,171.13999938964844,169.69000244140625,169.92999267578125,195432700,171.13999938964844
2021-12-20,170.5800018310547,169.75,167.4600067138672,168.27999877929688,107499100,169.75
2021-12-21,173.1999969482422,172.99000549316406,169.1199951171875,171.55999755859375,91185900,172.99000549316406
2021-12-22,175.86000061035156,175.63999938964844,172.14999389648438,173.0399932861328,92135300,175.63999938964844
2021-12-23,176.85000610351562,176.27999877929688,175.27000427246094,175.85000610351562,68356600,176.27999877929688
